mir,GO,gene
miR-146a,GO:0010956~negative regulation of calcidiol 1-monooxygenase activity,NFKB1
miR-146a,GO:0010957~negative regulation of vitamin D biosynthetic process,NFKB1
miR-146a,GO:0031293~membrane protein intracellular domain proteolysis,NFKB1
miR-146a,GO:0032269~negative regulation of cellular protein metabolic process,NFKB1
miR-146a,GO:0032375~negative regulation of cholesterol transport,NFKB1
miR-146a,GO:0032481~positive regulation of type I interferon production,NFKB1
miR-146a,GO:0035994~response to muscle stretch,NFKB1
miR-146a,GO:0038061~NIK/NF-kappaB signaling,NFKB1
miR-146a,GO:0038095~Fc-epsilon receptor signaling pathway,NFKB1
miR-146a,GO:0043066~negative regulation of apoptotic process,NFKB1
miR-146a,GO:0045083~negative regulation of interleukin-12 biosynthetic process,NFKB1
miR-146a,GO:0045087~innate immune response,NFKB1
miR-146a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,NFKB1
miR-146a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,NFKB1
miR-146a,GO:0050728~negative regulation of inflammatory response,NFKB1
miR-146a,GO:0050852~T cell receptor signaling pathway,NFKB1
miR-146a,GO:0051092~positive regulation of NF-kappaB transcription factor activity,NFKB1
miR-146a,GO:0051403~stress-activated MAPK cascade,NFKB1
miR-146a,GO:0071222~cellular response to lipopolysaccharide,NFKB1
miR-146a,GO:0071260~cellular response to mechanical stimulus,NFKB1
miR-146a,GO:0071316~cellular response to nicotine,NFKB1
miR-146a,GO:0071347~cellular response to interleukin-1,NFKB1
miR-146a,GO:0071354~cellular response to interleukin-6,NFKB1
miR-146a,GO:0071359~cellular response to dsRNA,NFKB1
miR-146a,GO:0071375~cellular response to peptide hormone stimulus,NFKB1
miR-146a,GO:0090263~positive regulation of canonical Wnt signaling pathway,NFKB1
miR-146a,GO:1900127~positive regulation of hyaluronan biosynthetic process,NFKB1
miR-146a,GO:2000630~positive regulation of miRNA metabolic process<COMMA>,NFKB1
miR-146a,GO:0007409~axonogenesis,NUMB
miR-146a,GO:0021670~lateral ventricle development,NUMB
miR-146a,GO:0021849~neuroblast division in subventricular zone,NUMB
miR-146a,GO:0030335~positive regulation of cell migration,NUMB
miR-146a,GO:0030862~positive regulation of polarized epithelial cell differentiation,NUMB
miR-146a,GO:0034332~adherens junction organization,NUMB
miR-146a,GO:0045746~negative regulation of Notch signaling pathway,NUMB
miR-146a,GO:0050769~positive regulation of neurogenesis,NUMB
miR-146a,GO:0060487~lung epithelial cell differentiation,NUMB
miR-146a,GO:0098609~cell-cell adhesion,NUMB
miR-146a,GO:1903077~negative regulation of protein localization to plasma membrane<COMMA>,NUMB
miR-146a,GO:0006351~transcription<COMMA> DNA-templated,PA2G4
miR-146a,GO:0006364~rRNA processing,PA2G4
miR-146a,GO:0006417~regulation of translation,PA2G4
miR-146a,GO:0007050~cell cycle arrest,PA2G4
miR-146a,GO:0008283~cell proliferation,PA2G4
miR-146a,GO:0043066~negative regulation of apoptotic process,PA2G4
miR-146a,GO:0045597~positive regulation of cell differentiation,PA2G4
miR-146a,GO:0045892~negative regulation of transcription<COMMA> DNA-templated<COMMA>,PA2G4
miR-146a,GO:0002281~macrophage activation involved in immune response,PRKCE
miR-146a,GO:0006468~protein phosphorylation,PRKCE
miR-146a,GO:0006915~apoptotic process,PRKCE
miR-146a,GO:0007049~cell cycle,PRKCE
miR-146a,GO:0007155~cell adhesion,PRKCE
miR-146a,GO:0007165~signal transduction,PRKCE
miR-146a,GO:0007202~activation of phospholipase C activity,PRKCE
miR-146a,GO:0010634~positive regulation of epithelial cell migration,PRKCE
miR-146a,GO:0010763~positive regulation of fibroblast migration,PRKCE
miR-146a,GO:0010811~positive regulation of cell-substrate adhesion,PRKCE
miR-146a,GO:0018105~peptidyl-serine phosphorylation,PRKCE
miR-146a,GO:0030168~platelet activation,PRKCE
miR-146a,GO:0030838~positive regulation of actin filament polymerization,PRKCE
miR-146a,GO:0031397~negative regulation of protein ubiquitination,PRKCE
miR-146a,GO:0031663~lipopolysaccharide-mediated signaling pathway,PRKCE
miR-146a,GO:0032024~positive regulation of insulin secretion,PRKCE
miR-146a,GO:0032230~positive regulation of synaptic transmission<COMMA> GABAergic,PRKCE
miR-146a,GO:0032467~positive regulation of cytokinesis,PRKCE
miR-146a,GO:0035556~intracellular signal transduction,PRKCE
miR-146a,GO:0035641~locomotory exploration behavior,PRKCE
miR-146a,GO:0035669~TRAM-dependent toll-like receptor 4 signaling pathway,PRKCE
miR-146a,GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,PRKCE
miR-146a,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,PRKCE
miR-146a,GO:0043278~response to morphine,PRKCE
miR-146a,GO:0043410~positive regulation of MAPK cascade,PRKCE
miR-146a,GO:0050730~regulation of peptidyl-tyrosine phosphorylation,PRKCE
miR-146a,GO:0050996~positive regulation of lipid catabolic process,PRKCE
miR-146a,GO:0051209~release of sequestered calcium ion into cytosol,PRKCE
miR-146a,GO:0051279~regulation of release of sequestered calcium ion into cytosol,PRKCE
miR-146a,GO:0051301~cell division,PRKCE
miR-146a,GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus,PRKCE
miR-146a,GO:0070257~positive regulation of mucus secretion,PRKCE
miR-146a,GO:0071361~cellular response to ethanol,PRKCE
miR-146a,GO:0071380~cellular response to prostaglandin E stimulus,PRKCE
miR-146a,GO:0071456~cellular response to hypoxia,PRKCE
miR-146a,GO:0090303~positive regulation of wound healing,PRKCE
miR-146a,GO:2000273~positive regulation of receptor activity,PRKCE
miR-146a,GO:2000650~negative regulation of sodium ion transmembrane transporter activity,PRKCE
miR-146a,GO:2001031~positive regulation of cellular glucuronidation<COMMA>,PRKCE
miR-146a,GO:0001516~prostaglandin biosynthetic process,PTGES2
miR-146a,GO:0045454~cell redox homeostasis,PTGES2
miR-146a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,PTGES2
miR-146a,GO:0046903~secretion,PTGES2
miR-146a,GO:0055114~oxidation-reduction process<COMMA>,PTGES2
miR-146a,GO:0001516~prostaglandin biosynthetic process,PTGS2
miR-146a,GO:0001525~angiogenesis,PTGS2
miR-146a,GO:0006693~prostaglandin metabolic process,PTGS2
miR-146a,GO:0006769~nicotinamide metabolic process,PTGS2
miR-146a,GO:0006928~movement of cell or subcellular component,PTGS2
miR-146a,GO:0006954~inflammatory response,PTGS2
miR-146a,GO:0006979~response to oxidative stress,PTGS2
miR-146a,GO:0007566~embryo implantation,PTGS2
miR-146a,GO:0007612~learning,PTGS2
miR-146a,GO:0007613~memory,PTGS2
miR-146a,GO:0008217~regulation of blood pressure,PTGS2
miR-146a,GO:0008285~negative regulation of cell proliferation,PTGS2
miR-146a,GO:0009750~response to fructose,PTGS2
miR-146a,GO:0010042~response to manganese ion,PTGS2
miR-146a,GO:0010226~response to lithium ion,PTGS2
miR-146a,GO:0010575~positive regulation of vascular endothelial growth factor production,PTGS2
miR-146a,GO:0019233~sensory perception of pain,PTGS2
miR-146a,GO:0019371~cyclooxygenase pathway,PTGS2
miR-146a,GO:0019372~lipoxygenase pathway,PTGS2
miR-146a,GO:0030282~bone mineralization,PTGS2
miR-146a,GO:0030728~ovulation,PTGS2
miR-146a,GO:0031394~positive regulation of prostaglandin biosynthetic process,PTGS2
miR-146a,GO:0031622~positive regulation of fever generation,PTGS2
miR-146a,GO:0031915~positive regulation of synaptic plasticity,PTGS2
miR-146a,GO:0032227~negative regulation of synaptic transmission<COMMA> dopaminergic,PTGS2
miR-146a,GO:0032355~response to estradiol,PTGS2
miR-146a,GO:0032496~response to lipopolysaccharide,PTGS2
miR-146a,GO:0033280~response to vitamin D,PTGS2
miR-146a,GO:0034612~response to tumor necrosis factor,PTGS2
miR-146a,GO:0034644~cellular response to UV,PTGS2
miR-146a,GO:0035633~maintenance of blood-brain barrier,PTGS2
miR-146a,GO:0042346~positive regulation of NF-kappaB import into nucleus,PTGS2
miR-146a,GO:0042493~response to drug,PTGS2
miR-146a,GO:0042633~hair cycle,PTGS2
miR-146a,GO:0043065~positive regulation of apoptotic process,PTGS2
miR-146a,GO:0045429~positive regulation of nitric oxide biosynthetic process,PTGS2
miR-146a,GO:0045786~negative regulation of cell cycle,PTGS2
miR-146a,GO:0045907~positive regulation of vasoconstriction,PTGS2
miR-146a,GO:0045986~negative regulation of smooth muscle contraction,PTGS2
miR-146a,GO:0045987~positive regulation of smooth muscle contraction,PTGS2
miR-146a,GO:0046697~decidualization,PTGS2
miR-146a,GO:0048661~positive regulation of smooth muscle cell proliferation,PTGS2
miR-146a,GO:0050727~regulation of inflammatory response,PTGS2
miR-146a,GO:0050873~brown fat cell differentiation,PTGS2
miR-146a,GO:0051384~response to glucocorticoid,PTGS2
miR-146a,GO:0051926~negative regulation of calcium ion transport,PTGS2
miR-146a,GO:0051968~positive regulation of synaptic transmission<COMMA> glutamatergic,PTGS2
miR-146a,GO:0055114~oxidation-reduction process,PTGS2
miR-146a,GO:0070542~response to fatty acid,PTGS2
miR-146a,GO:0071260~cellular response to mechanical stimulus,PTGS2
miR-146a,GO:0071318~cellular response to ATP,PTGS2
miR-146a,GO:0071456~cellular response to hypoxia,PTGS2
miR-146a,GO:0071498~cellular response to fluid shear stress,PTGS2
miR-146a,GO:0071636~positive regulation of transforming growth factor beta production,PTGS2
miR-146a,GO:0090050~positive regulation of cell migration involved in sprouting angiogenesis,PTGS2
miR-146a,GO:0090271~positive regulation of fibroblast growth factor production,PTGS2
miR-146a,GO:0090336~positive regulation of brown fat cell differentiation,PTGS2
miR-146a,GO:0090362~positive regulation of platelet-derived growth factor production,PTGS2
miR-146a,GO:0098869~cellular oxidant detoxification<COMMA>,PTGS2
miR-146a,GO:0001934~positive regulation of protein phosphorylation,RAC1
miR-146a,GO:0002093~auditory receptor cell morphogenesis,RAC1
miR-146a,GO:0002551~mast cell chemotaxis,RAC1
miR-146a,GO:0003382~epithelial cell morphogenesis,RAC1
miR-146a,GO:0006928~movement of cell or subcellular component,RAC1
miR-146a,GO:0006954~inflammatory response,RAC1
miR-146a,GO:0006972~hyperosmotic response,RAC1
miR-146a,GO:0007155~cell adhesion,RAC1
miR-146a,GO:0007160~cell-matrix adhesion,RAC1
miR-146a,GO:0007186~G-protein coupled receptor signaling pathway,RAC1
miR-146a,GO:0007264~small GTPase mediated signal transduction,RAC1
miR-146a,GO:0007411~axon guidance,RAC1
miR-146a,GO:0007596~blood coagulation,RAC1
miR-146a,GO:0008283~cell proliferation,RAC1
miR-146a,GO:0008361~regulation of cell size,RAC1
miR-146a,GO:0009611~response to wounding,RAC1
miR-146a,GO:0009653~anatomical structure morphogenesis,RAC1
miR-146a,GO:0010310~regulation of hydrogen peroxide metabolic process,RAC1
miR-146a,GO:0010592~positive regulation of lamellipodium assembly,RAC1
miR-146a,GO:0010762~regulation of fibroblast migration,RAC1
miR-146a,GO:0010811~positive regulation of cell-substrate adhesion,RAC1
miR-146a,GO:0014041~regulation of neuron maturation,RAC1
miR-146a,GO:0021799~cerebral cortex radially oriented cell migration,RAC1
miR-146a,GO:0021831~embryonic olfactory bulb interneuron precursor migration,RAC1
miR-146a,GO:0021894~cerebral cortex GABAergic interneuron development,RAC1
miR-146a,GO:0022604~regulation of cell morphogenesis,RAC1
miR-146a,GO:0030032~lamellipodium assembly,RAC1
miR-146a,GO:0030036~actin cytoskeleton organization,RAC1
miR-146a,GO:0030041~actin filament polymerization,RAC1
miR-146a,GO:0030168~platelet activation,RAC1
miR-146a,GO:0030334~regulation of cell migration,RAC1
miR-146a,GO:0030838~positive regulation of actin filament polymerization,RAC1
miR-146a,GO:0031295~T cell costimulation,RAC1
miR-146a,GO:0031529~ruffle organization,RAC1
miR-146a,GO:0032707~negative regulation of interleukin-23 production,RAC1
miR-146a,GO:0034446~substrate adhesion-dependent cell spreading,RAC1
miR-146a,GO:0035025~positive regulation of Rho protein signal transduction,RAC1
miR-146a,GO:0035556~intracellular signal transduction,RAC1
miR-146a,GO:0038095~Fc-epsilon receptor signaling pathway,RAC1
miR-146a,GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,RAC1
miR-146a,GO:0043065~positive regulation of apoptotic process,RAC1
miR-146a,GO:0043547~positive regulation of GTPase activity,RAC1
miR-146a,GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity,RAC1
miR-146a,GO:0043652~engulfment of apoptotic cell,RAC1
miR-146a,GO:0045216~cell-cell junction organization,RAC1
miR-146a,GO:0045453~bone resorption,RAC1
miR-146a,GO:0045740~positive regulation of DNA replication,RAC1
miR-146a,GO:0048010~vascular endothelial growth factor receptor signaling pathway,RAC1
miR-146a,GO:0048013~ephrin receptor signaling pathway,RAC1
miR-146a,GO:0048168~regulation of neuronal synaptic plasticity,RAC1
miR-146a,GO:0048261~negative regulation of receptor-mediated endocytosis,RAC1
miR-146a,GO:0048532~anatomical structure arrangement,RAC1
miR-146a,GO:0048813~dendrite morphogenesis,RAC1
miR-146a,GO:0048870~cell motility,RAC1
miR-146a,GO:0048873~homeostasis of number of cells within a tissue,RAC1
miR-146a,GO:0050690~regulation of defense response to virus by virus,RAC1
miR-146a,GO:0051056~regulation of small GTPase mediated signal transduction,RAC1
miR-146a,GO:0051496~positive regulation of stress fiber assembly,RAC1
miR-146a,GO:0051668~localization within membrane,RAC1
miR-146a,GO:0051894~positive regulation of focal adhesion assembly,RAC1
miR-146a,GO:0051932~synaptic transmission<COMMA> GABAergic,RAC1
miR-146a,GO:0060071~Wnt signaling pathway<COMMA> planar cell polarity pathway,RAC1
miR-146a,GO:0060263~regulation of respiratory burst,RAC1
miR-146a,GO:0060999~positive regulation of dendritic spine development,RAC1
miR-146a,GO:0071260~cellular response to mechanical stimulus,RAC1
miR-146a,GO:0071526~semaphorin-plexin signaling pathway,RAC1
miR-146a,GO:0072659~protein localization to plasma membrane,RAC1
miR-146a,GO:0090023~positive regulation of neutrophil chemotaxis,RAC1
miR-146a,GO:0090103~cochlea morphogenesis,RAC1
miR-146a,GO:0097178~ruffle assembly,RAC1
miR-146a,GO:1900026~positive regulation of substrate adhesion-dependent cell spreading,RAC1
miR-146a,GO:1904948~midbrain dopaminergic neuron differentiation<COMMA>,RAC1
miR-146a,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,RNF11
miR-146a,GO:0051865~protein autoubiquitination<COMMA>,RNF11
miR-146a,GO:0003383~apical constriction,ROCK1
miR-146a,GO:0006468~protein phosphorylation,ROCK1
miR-146a,GO:0006921~cellular component disassembly involved in execution phase of apoptosis,ROCK1
miR-146a,GO:0006939~smooth muscle contraction,ROCK1
miR-146a,GO:0007159~leukocyte cell-cell adhesion,ROCK1
miR-146a,GO:0007165~signal transduction,ROCK1
miR-146a,GO:0007249~I-kappaB kinase/NF-kappaB signaling,ROCK1
miR-146a,GO:0007266~Rho protein signal transduction,ROCK1
miR-146a,GO:0016525~negative regulation of angiogenesis,ROCK1
miR-146a,GO:0022614~membrane to membrane docking,ROCK1
miR-146a,GO:0030036~actin cytoskeleton organization,ROCK1
miR-146a,GO:0030155~regulation of cell adhesion,ROCK1
miR-146a,GO:0030866~cortical actin cytoskeleton organization,ROCK1
miR-146a,GO:0032060~bleb assembly,ROCK1
miR-146a,GO:0032091~negative regulation of protein binding,ROCK1
miR-146a,GO:0032956~regulation of actin cytoskeleton organization,ROCK1
miR-146a,GO:0035509~negative regulation of myosin-light-chain-phosphatase activity,ROCK1
miR-146a,GO:0043524~negative regulation of neuron apoptotic process,ROCK1
miR-146a,GO:0045616~regulation of keratinocyte differentiation,ROCK1
miR-146a,GO:0048010~vascular endothelial growth factor receptor signaling pathway,ROCK1
miR-146a,GO:0048013~ephrin receptor signaling pathway,ROCK1
miR-146a,GO:0050900~leukocyte migration,ROCK1
miR-146a,GO:0050901~leukocyte tethering or rolling,ROCK1
miR-146a,GO:0051451~myoblast migration,ROCK1
miR-146a,GO:0051492~regulation of stress fiber assembly,ROCK1
miR-146a,GO:0051893~regulation of focal adhesion assembly,ROCK1
miR-146a,GO:0051894~positive regulation of focal adhesion assembly,ROCK1
miR-146a,GO:0090002~establishment of protein localization to plasma membrane,ROCK1
miR-146a,GO:1903140~regulation of establishment of endothelial barrier,ROCK1
miR-146a,GO:1903347~negative regulation of bicellular tight junction assembly,ROCK1
miR-146a,GO:2000114~regulation of establishment of cell polarity,ROCK1
miR-146a,GO:2000145~regulation of cell motility<COMMA>,ROCK1
miR-146a,GO:0006955~immune response,SLPI
miR-146a,GO:0010951~negative regulation of endopeptidase activity,SLPI
miR-146a,GO:0019731~antibacterial humoral response,SLPI
miR-146a,GO:0032091~negative regulation of protein binding,SLPI
miR-146a,GO:0032496~response to lipopolysaccharide,SLPI
miR-146a,GO:0045071~negative regulation of viral genome replication,SLPI
miR-146a,GO:0045087~innate immune response<COMMA>,SLPI
miR-146a,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,SMAD2
miR-146a,GO:0001657~ureteric bud development,SMAD2
miR-146a,GO:0001701~in utero embryonic development,SMAD2
miR-146a,GO:0001706~endoderm formation,SMAD2
miR-146a,GO:0001707~mesoderm formation,SMAD2
miR-146a,GO:0006351~transcription<COMMA> DNA-templated,SMAD2
miR-146a,GO:0006366~transcription from RNA polymerase II promoter,SMAD2
miR-146a,GO:0006468~protein phosphorylation,SMAD2
miR-146a,GO:0007179~transforming growth factor beta receptor signaling pathway,SMAD2
